Nome: PORTO ALEGRE- BELEM NOVO
Codigo Estacao: B807
Latitude: -30.1861111
Longitude: -51.17805554
Altitude: 3.3
Situacao: Operante
Data Inicial: 2022-12-07
Data Final: 2024-04-09
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA REDUZIDA NIVEL DO MAR, AUT(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(Kj/m²);TEMPERATURA DA CPU DA ESTACAO(°C);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT)(°C);TENSAO DA BATERIA DA ESTACAO(V);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s);
2023-07-06;1400;0;1013,8;1014,362741;1014,5;1013,8;1603,821;21;22,5;20,8;22,5;18,7;20,8;17,3;14,3;91;90;90;347;3,7;1,5;
2023-07-06;1500;0;1013;1013,560023;1013,8;1013;1942,279;24;23,7;20,9;23,8;22,5;21,5;20,7;14,3;90;85;85;342;5,1;1,6;
2023-07-06;1600;0;1011,7;1012,259116;1013;1011,7;2058,347;25;23,8;19,7;24,1;23,4;21,2;19,7;14,3;85;78;78;327;5,8;1,9;
2023-07-06;1700;0;1010,8;1011,355624;1011,7;1010,8;1935,885;26;25,4;19,9;26,1;23,8;20,8;19,6;14,3;78;72;72;288;5,3;1,8;
2023-07-06;1800;0;1011;1011,559294;1011,2;1010,6;1626,775;27;23,5;17;25,4;23,5;19,8;17;14,3;72;67;67;207;8,3;3,7;
2023-07-06;1900;0;1011;1011,564241;1011,3;1010,9;928,476;24;20,9;14,7;23,5;20,7;16,6;14,3;14,4;67;66;67;164;8,8;2,2;
2023-07-06;2000;0;1011;1011,567523;1011,1;1010,4;535,393;23;19,2;13,2;21;19,2;14,7;13,2;13,5;68;67;68;188;5,6;3,1;
2023-07-06;2100;0;1010,7;1011,270477;1011;1010,7;44,721;20;17,6;12,5;19,1;17,5;13,2;12,4;12,6;72;68;72;153;5,1;1,4;
2023-07-06;2200;0;1012,5;1013,07169;1012,5;1010,7;0;19;17,5;13;18;17,4;13,3;12,5;12,5;75;72;75;211;4,9;3;
2023-07-06;2300;0;1012,8;1013,371859;1012,8;1012,4;0;19;17,5;13,7;17,8;17,4;13,7;13;12,5;78;75;78;183;8,1;2,2;
2023-07-07;0000;,4;1011,9;1012,472139;1012,8;1011,5;0;18;17,1;13,8;17,5;17;13,8;13,6;12,5;81;78;81;90;4,5;1,6;
2023-07-07;0100;0;1012,5;1013,073466;1012,6;1011,9;0;18;16,6;13,7;17,1;16,5;13,8;13,6;12,5;83;81;83;217;3,4;2;
2023-07-07;0200;0;1013,2;1013,773863;1013,2;1012,5;0;18;16,6;14;16,7;16,5;14;13,7;12,5;85;83;85;204;3;1,1;
2023-07-07;0300;0;1012,6;1013,173325;1013,5;1012,6;0;17;16,7;14,4;16,7;16,5;14,4;13,9;12,5;86;85;86;80;3;1,5;
2023-07-07;0400;0;1014,2;1014,773637;1014,6;1012,5;0;17;17;14,9;17;16,4;14,9;14,2;12,5;87;86;87;207;6,9;4,4;
2023-07-07;0500;2,6;1014,1;1014,673185;1014,5;1013,7;0;18;17,2;15,2;17,4;17;15,3;14,9;12,5;88;87;88;73;7;1,4;
2023-07-07;0600;,8;1012,6;1013,17214;1014,1;1012,6;0;18;17,3;15,4;17,3;17,1;15,4;15,2;12,4;89;88;89;27;5,6;3;
2023-07-07;0700;0;1012,5;1013,072084;1012,6;1012,4;0;18;17,3;15,6;17,3;17,3;15,6;15,5;12,5;90;89;90;28;6;2,5;
2023-07-07;0800;0;1012,3;1012,871971;1012,6;1012,2;0;18;17,3;15,7;17,3;17,1;15,7;15,5;12,4;90;90;90;35;5,6;2,4;
2023-07-07;0900;0;1013,1;1013,672817;1013,3;1012,3;0;18;17,1;15,6;17,3;17,1;15,7;15,6;12,4;91;90;91;105;5,6;,6;
2023-07-07;1000;0;1013,8;1014,374004;1013,8;1012,9;0;17;16,7;15,2;17,1;16,6;15,5;15,1;12,4;91;91;91;214;1,9;1,1;
2023-07-07;1100;0;1014,5;1015,073807;1014,6;1013,7;17,627;17;17;15,6;17;16,6;15,6;15,1;12,4;92;91;92;189;2,9;1,7;
2023-07-07;1200;0;1014,7;1015,273327;1014,7;1014,4;181,491;18;17,3;16;17,4;17;16,1;15,6;12,8;92;92;92;184;4,4;2,2;
2023-07-07;1300;0;1015,5;1016,074372;1015,7;1014,6;213,803;18;17;15,7;17,4;17;16;15,7;12,7;92;92;92;174;5,1;2,6;
2023-07-07;1400;0;1015,5;1016,073581;1015,5;1015,1;255,054;18;17,4;16,1;17,4;17;16,1;15,7;12,8;92;92;92;165;5,8;1,6;
2023-07-07;1500;0;1015;1015,572904;1015,5;1014,8;156,804;18;17,6;16,3;17,6;17,3;16,3;16;12,8;92;92;92;83;3;,8;
2023-07-07;1600;0;1014,2;1014,773044;1015;1014,2;89,465;18;17,3;16,1;17,7;17,3;16,4;16,1;12,6;92;92;92;116;2,8;1,9;
2023-07-07;1700;,8;1013,7;1014,272959;1014,2;1013,6;106,364;18;17,2;15,9;17,3;17,1;16;15,9;12,6;92;92;92;111;4,2;2,2;
2023-07-07;1800;2,4;1013,1;1013,673015;1013,7;1013,1;83,717;18;17;15,8;17,2;17;16;15,8;12,5;93;92;93;83;4,9;2,7;
2023-07-07;1900;2,8;1013,8;1014,374599;1013,8;1012,8;55,721;18;16,4;15,3;17;16,4;15,8;15,3;12,4;93;93;93;147;4,9;2,2;
2023-07-07;2000;5;1013;1013,574543;1014;1013;15,231;17;16,2;15,1;16,4;16,2;15,3;15,1;12,3;93;93;93;123;5,4;3,3;
2023-07-07;2100;,6;1014;1014,574514;1014;1012,8;8,974;17;16,5;15,4;16,5;16,2;15,4;15,1;12,3;93;93;93;53;6,5;1,9;
2023-07-07;2200;2,4;1013;1013,573354;1014,5;1012,9;0;17;16,8;15,8;16,8;16,5;15,8;15,4;12,3;93;93;93;77;5,2;3,1;
2023-07-07;2300;,8;1013;1013,572958;1013;1011,3;0;17;17;15,9;17,1;16,8;16;15,7;12,3;93;93;93;39;9,4;3,2;
2023-07-08;0000;2,6;1013,2;1013,773269;1013,4;1012,7;0;17;16,9;15,8;17;16,8;15,9;15,7;12,3;93;93;93;80;9,3;4,1;
2023-07-08;0100;3,4;1012,8;1013,373438;1013,2;1012,5;0;17;16,7;15,6;16,9;16,6;15,7;15,5;12,3;93;93;93;103;7,5;3,1;
2023-07-08;0200;2,2;1012,9;1013,473693;1013,1;1012,6;0;17;16,6;15,5;16,7;16,5;15,6;15,5;12,3;93;93;93;124;4,6;1,4;
2023-07-08;0300;,6;1013,4;1013,974571;1013,4;1012,7;0;17;16,3;15,3;16,7;16,3;15,6;15,3;12,3;94;93;94;138;3,8;1,7;
2023-07-08;0400;2,4;1012,9;1013,473891;1013,6;1012,8;0;17;16,5;15,5;16,5;16,3;15,5;15,3;12,3;94;94;94;123;3,3;1,8;
2023-07-08;0500;1,4;1012,1;1012,673636;1013,2;1012,1;0;17;16,4;15,4;16,6;16,4;15,6;15,4;12,3;94;94;94;112;3,7;2,2;
2023-07-08;0600;1,6;1011,9;1012,473919;1012,7;1011,7;0;17;16,2;15,2;16,4;16,1;15,4;15,2;12,3;94;94;94;106;4,8;2,6;
2023-07-08;0700;1;1012,8;1013,375026;1013,3;1011,4;0;17;15,9;14,9;16,3;15,9;15,3;14,9;12,3;94;94;94;129;6;3,2;
2023-07-08;0800;,6;1011,9;1012,474714;1012,8;1011,4;0;16;15,8;14,8;15,9;15,7;14,9;14,7;12,3;94;94;94;102;8,9;4,5;
2023-07-08;0900;,2;1013,6;1014,175879;1013,6;1011,6;0;16;15,7;14,6;15,8;15,6;14,8;14,6;12,3;94;94;94;162;8,9;1,2;
2023-07-08;1000;,4;1013,9;1014,476448;1014;1012,9;0;16;15,5;14,4;15,7;15,4;14,6;14,4;12,3;94;94;94;128;3,3;1,3;
2023-07-08;1100;0;1013,7;1014,275736;1013,9;1013,3;53,267;16;15,8;14,8;15,8;15,2;14,8;14,2;12,6;94;94;94;96;5;2,6;
2023-07-08;1200;0;1013,7;1014,274344;1013,9;1013,3;433,987;17;16,5;15,4;16,8;15,7;15,8;14,7;13;94;93;93;77;5;2,9;
2023-07-08;1300;0;1013,5;1014,072649;1014;1013,5;698,115;18;17,3;16;17,3;16,5;16,1;15,4;13,2;93;93;93;56;5,9;2,9;
2023-07-08;1400;0;1014,7;1015,272538;1014,7;1013,1;1034,528;19;17,7;16,3;17,9;17,2;16,7;15,9;13;93;92;92;147;8,4;2,5;
2023-07-08;1500;0;1014,5;1015,071443;1014,7;1014,4;1113,572;20;18,2;16,6;19,4;17,6;17,9;16,3;13,7;92;90;90;152;5,1;3,1;
2023-07-08;1600;0;1013,6;1014,169372;1014,5;1013,6;1328,854;20;19;17,2;19,2;18,1;17,5;16,5;14,3;91;89;89;137;7;3,7;
2023-07-08;1700;,2;1013,1;1013,668118;1013,6;1012,9;1698,283;21;19,5;17,3;20,2;18,5;18;16,5;14,3;89;87;87;111;7;4,2;
2023-07-08;1800;0;1013,3;1013,868814;1013,3;1013;1655,88;22;19,2;16,6;20;18,7;17,7;16,2;14,3;87;85;85;154;7,5;4,5;
2023-07-08;1900;0;1013,8;1014,370461;1013,8;1013,3;1039,798;21;18,5;15,8;19,2;18,1;16,7;15,4;14,4;85;84;84;150;7,2;4;
2023-07-08;2000;0;1014,4;1014,972566;1014,4;1013,8;597,377;21;17,6;14,8;18,5;17,6;15,7;14,8;13,6;84;83;84;154;6,5;3,4;
2023-07-08;2100;0;1014,9;1015,474826;1014,9;1014,4;53,568;19;16,6;14;17,6;16,6;14,8;13,9;12,6;84;84;84;145;7;2,6;
2023-07-08;2200;0;1015,3;1015,876046;1015,3;1014,9;0;18;16,1;13,6;16,6;16,1;13,9;13,6;12,6;86;84;86;134;4,8;2;
2023-07-08;2300;0;1015,9;1016,477986;1015,9;1015,3;0;17;15,3;13,1;16,1;15,2;13,8;13,1;12,6;87;86;87;117;3,1;1,5;
2023-07-09;0000;0;1016,4;1016,979074;1016,4;1015,9;0;16;14,9;13;15,3;14,4;13,1;12,4;12,5;88;87;88;124;2,7;1,8;
2023-07-09;0100;0;1016,5;1017,080946;1016,7;1016,4;0;15;14;12,2;14,9;13,9;12,9;12,1;12,5;89;88;89;60;2,8;1;
2023-07-09;0200;0;1016,1;1016,679506;1016,5;1016,1;0;15;14,6;12,9;14,8;13,8;13,1;12;12,5;90;89;90;104;3,7;2,4;
2023-07-09;0300;0;1016,2;1016,780775;1016,4;1016,1;0;15;14;12,4;14,8;14;13,1;12,4;12,5;90;90;90;78;3,5;,7;
2023-07-09;0400;0;1016,4;1016,983327;1016,5;1016,2;0;14;12,8;11,3;14;12,7;12,4;11,2;12,5;91;90;91;291;1,9;1;
2023-07-09;0500;0;1016,5;1017,085227;1016,5;1016,3;0;13;11,9;10,5;12,9;11,9;11,5;10,5;12,5;91;91;91;7;2;,4;
2023-07-09;0600;0;1016;1016,585556;1016,6;1016;0;12;11,6;10,3;11,9;11,2;10,6;9,9;12,5;92;91;92;125;3,7;1,6;
2023-07-09;0700;0;1015,9;1016,479795;1016,2;1015,9;0;14;14,4;13,2;14,7;11,6;13,4;10,7;12,5;93;92;92;117;4,4;2;
2023-07-09;0800;0;1015,6;1016,183481;1016;1015,6;0;14;12,5;11,2;14,6;12,5;13,4;11,2;12,5;92;92;92;349;3,7;,4;
2023-07-09;0900;0;1015,7;1016,284972;1015,7;1015,6;0;13;11,8;10,6;12,5;11,2;11,3;10;12,5;93;92;93;55;1,8;,3;
2023-07-09;1000;0;1016,1;1016,687057;1016,1;1015,7;0;12;10,9;9,8;12;10,7;10,8;9,6;12,5;93;92;93;318;1,1;,5;
2023-07-09;1100;0;1016,6;1017,186933;1016,6;1016,1;48,875;11;11,1;10;11,2;10,4;10,1;9,3;13,2;93;93;93;194;1,2;,6;
2023-07-09;1200;0;1016,9;1017,478956;1016,9;1016,6;591,094;14;15,1;14;15,1;11;14;10;14,4;94;93;93;300;1,1;,8;
2023-07-09;1300;0;1017,3;1017,874796;1017,3;1016,8;1192,297;17;17,3;16,1;17,7;15,1;16,6;14,1;14,4;94;93;93;270;1,7;,6;
2023-07-09;1400;0;1017,3;1017,871842;1017,4;1017,3;1669,381;20;18,8;17,4;19,1;17,2;17,8;16;14,3;93;92;92;225;2,2;1;
2023-07-09;1500;0;1016,6;1017,170666;1017,3;1016,6;2009,943;22;19,2;17,6;19,6;18,7;18,2;17,3;14,3;92;90;91;236;4,3;2,7;
2023-07-09;1600;0;1015,2;1015,768131;1016,6;1015,2;2125,874;22;20,1;18,1;20,4;19;18,6;17,4;14,4;91;88;88;201;4,1;2,3;
2023-07-09;1700;0;1014,6;1015,166635;1015,3;1014,6;1964,368;23;20,7;18,3;20,7;20,1;18,7;17,8;14,4;89;86;86;211;4,4;2,5;
2023-07-09;1800;0;1014,1;1014,66501;1014,6;1013,9;1770,132;24;21,4;18,5;21,6;20,6;18,7;18,1;14,4;86;84;84;214;4,1;2,1;
2023-07-09;1900;0;1013,9;1014,466052;1014,1;1013,8;1202,083;24;20,8;17,4;21,9;20,8;19;17,4;13,6;84;81;81;136;4,4;2;
2023-07-09;2000;0;1014;1014,568817;1014,3;1013,9;187,278;23;19,4;15,8;20,8;19,4;17,4;15,8;13,4;81;80;80;240;3,1;1;
2023-07-09;2100;0;1013,9;1014,471693;1014,1;1013,9;23,961;21;17,9;14,6;19,4;17,9;15,9;14,6;12,6;81;80;81;85;3,3;1,9;
2023-07-09;2200;0;1014;1014,572143;1014;1013,9;0;19;17,7;14,6;18,2;17,7;15;14,6;12,5;82;81;82;61;4,7;1,6;
2023-07-09;2300;0;1013,8;1014,373213;1014;1013,7;0;18;17,1;14,1;17,7;17,1;14,6;14,1;12,5;83;82;83;42;5;1,2;
2023-07-10;0000;0;1013,9;1014,474457;1014;1013,7;0;18;16,5;13,8;17,1;16,4;14,1;13,6;12,5;84;83;84;67;2,9;1,1;
2023-07-10;0100;0;1013,7;1014,276934;1013,9;1013,7;0;17;15,2;12,7;16,5;15,2;13,8;12,6;12,5;85;84;85;199;2,1;1,1;
2023-07-10;0200;0;1013,9;1014,476648;1014;1013,7;0;16;15,4;13,1;15,5;14,6;13,1;12,2;12,5;86;85;86;1;1,7;,4;
2023-07-10;0300;0;1013,9;1014,47785;1013,9;1013,7;0;16;14,8;12,6;15,4;14,4;13,1;12;12,5;87;86;87;49;1,9;,6;
2023-07-10;0400;0;1013,1;1013,677795;1013,9;1013,1;0;15;14,6;12,7;14,8;14,2;12,7;12,1;12,5;88;87;88;46;2,2;,8;
2023-07-10;0500;0;1012,9;1013,477681;1013,2;1012,7;0;15;14,6;12,8;14,6;14,1;12,8;12,2;12,5;89;88;89;6;1,6;,6;
2023-07-10;0600;0;1013,5;1014,077823;1013,5;1012,8;0;15;14,7;13,1;14,7;14,2;13,1;12,4;12,5;90;89;90;239;1,6;1;
2023-07-10;0700;0;1013,4;1013,977766;1013,5;1013,3;0;15;14,7;13,2;15,4;14,7;13,9;13,1;12,5;90;90;90;125;1,6;,3;
2023-07-10;0800;0;1013,2;1013,778657;1013,5;1013,2;0;15;14,2;12,7;14,9;14;13,4;12,5;12,4;91;90;91;48;1,4;,6;
2023-07-10;0900;0;1013,9;1014,479057;1013,9;1013,2;,028;15;14,2;12,8;14,2;13,8;12,8;12,4;12,4;92;91;92;26;1,4;,5;
2023-07-10;1000;0;1014;1014,578108;1014,1;1013,9;,053;15;14,7;13,4;14,8;14,1;13,5;12,8;12,4;92;92;92;81;1,5;,8;
2023-07-10;1100;0;1014,7;1015,277303;1014,8;1014;25,502;15;15,3;14,1;15,3;14,7;14,1;13,4;12,5;93;92;93;336;1,2;,3;
2023-07-10;1200;0;1015,1;1015,675535;1015,1;1014,7;314,49;16;16,3;15,2;16,3;15,3;15,2;14,1;13,2;93;93;93;122;2,6;1,2;
2023-07-10;1300;0;1015,7;1016,273497;1015,7;1015,1;778,124;17;17,5;16,3;17,8;16,3;16,6;15,3;14,3;93;93;93;107;2,6;,6;
2023-07-10;1400;0;1015,9;1016,474995;1015,9;1015,5;987,509;19;16,8;15,5;18,5;16,8;17,4;15,5;13,7;93;92;92;164;5,4;3,2;
2023-07-10;1500;0;1015,5;1016,075762;1015,9;1015,4;375,343;18;16,3;15;16,8;15,8;15,4;14,5;13,7;92;92;92;157;6,3;2,3;
2023-07-10;1600;0;1014,8;1015,373976;1015,6;1014,8;732,417;18;17;15,7;17,4;16,2;16;14,9;14;92;92;92;157;5,9;3,2;
2023-07-10;1700;0;1014,3;1014,873298;1014,8;1014,1;1137,811;19;17,2;15,6;17,5;17;15,9;15,4;14,1;92;90;91;158;7,6;4,3;
2023-07-10;1800;0;1014,6;1015,174061;1015,2;1014,3;688,307;19;16,9;15,2;17,2;16,4;15,5;14,7;14,1;91;89;89;179;7,6;3,8;
2023-07-10;1900;0;1014,8;1015,374372;1015,1;1014,5;540,893;18;16,8;14,9;16,9;16,7;15,2;14,8;13,8;89;88;88;172;6,9;3,2;
2023-07-10;2000;0;1015,3;1015,875449;1015,3;1014,8;292,758;18;16,4;14,4;16,8;16,4;14,9;14,4;13,6;88;87;87;171;6,9;3,2;
2023-07-10;2100;0;1015,5;1016,07616;1015,7;1015,1;41,16;17;16,1;13,9;16,5;16;14,4;13,9;12,6;87;87;87;174;6,4;3,2;
2023-07-10;2200;0;1015,9;1016,476387;1015,9;1015,5;0;17;16,1;14;16,2;15,9;14;13,7;12,5;87;87;87;165;6,6;3,3;
2023-07-10;2300;0;1016,8;1017,376897;1016,8;1015,9;0;17;16,1;14;16,2;16;14,1;13,9;12,5;87;87;87;163;5,9;2,4;
2023-07-11;0000;0;1016,9;1017,476555;1017;1016,8;0;17;16,3;14,2;16,3;16,1;14,2;14;12,5;88;87;88;162;6,5;2,5;
2023-07-11;0100;0;1017,2;1017,777724;1017,2;1016,9;0;17;15,8;13,6;16,4;15,8;14,3;13,6;12,5;88;87;87;158;5,2;2,5;
2023-07-11;0200;0;1017,4;1017,978037;1017,6;1017,2;0;16;15,7;13,5;15,9;15,6;13,7;13,4;12,5;87;86;86;145;5;2,9;
2023-07-11;0300;0;1017,4;1017,977837;1017,6;1017,3;0;16;15,8;13,4;15,9;15,5;13,6;13,2;12,5;86;86;86;157;6,8;4;
2023-07-11;0400;0;1017,5;1018,078896;1017,5;1017,2;0;16;15,3;12,8;15,9;15,3;13,5;12,8;12,5;86;85;85;151;7;3;
2023-07-11;0500;0;1017,7;1018,27901;1017,8;1017,5;0;16;15,3;12,5;15,6;15,3;13;12,5;12,5;85;84;84;151;5,5;2,5;
2023-07-11;0600;0;1017,3;1017,880191;1017,8;1017,3;0;16;14,6;11,8;15,5;14,6;12,7;11,8;12,5;84;83;83;176;5;1,5;
2023-07-11;0700;0;1017,4;1017,979442;1017,4;1017,2;0;15;15;12,3;15;14,4;12,3;11,6;12,5;84;83;84;172;3,5;1,8;
2023-07-11;0800;0;1017,2;1017,779127;1017,4;1017,2;0;15;15,1;12,5;15,1;14,9;12,5;12,2;12,4;84;84;84;164;4,2;2,1;
2023-07-11;0900;0;1017,4;1017,978639;1017,5;1017,1;0;16;15,4;12,9;15,4;15,1;12,9;12,5;12,4;85;84;85;161;5;2,9;
2023-07-11;1000;0;1017,4;1017,978639;1017,7;1017,2;0;16;15,4;13;15,5;15,3;13;12,8;12,4;85;85;85;153;5,7;3;
2023-07-11;1100;0;1017,8;1018,378265;1017,9;1017,3;29,476;16;15,7;13,3;15,7;15,4;13,3;13;12,5;86;85;85;154;6;3,1;
2023-07-11;1200;0;1018,2;1018,777892;1018,3;1017,8;188,067;16;16;13,4;16;15,7;13,4;13,3;12,8;85;85;85;141;6;3,5;
2023-07-11;1300;0;1018,7;1019,277376;1018,7;1018,2;377,077;17;16,4;13,7;16,4;16;13,7;13,4;13,1;85;84;84;150;8;4,1;
2023-07-11;1400;0;1017,8;1018,37607;1018,8;1017,8;631,733;17;16,8;14;16,8;16,4;14,1;13,6;13,4;84;83;83;140;7,9;4,9;
2023-07-11;1500;0;1017,4;1017,974654;1018,1;1017,3;1024,403;18;17,4;14,3;17,7;16,8;14,8;13,9;13,8;83;82;82;123;7,9;3,6;
2023-07-11;1600;0;1016,7;1017,274655;1017,6;1016,7;377,217;18;17,2;14,1;17,4;17,1;14,3;14,1;13,6;82;82;82;141;6;3,2;
2023-07-11;1700;0;1015,3;1015,873271;1016,7;1015,3;527,439;18;17,5;14,4;17,6;17,2;14,6;14,1;13,8;82;82;82;133;6,7;3,9;
2023-07-11;1800;0;1014,4;1014,972763;1015,4;1014,4;278,305;18;17,5;14,3;17,5;17,3;14,4;14,2;13,7;82;82;82;131;7,2;3,9;
2023-07-11;1900;0;1014,6;1015,172679;1015,1;1014,2;241,391;18;17,6;14,3;17,7;17,5;14,5;14,2;13,6;82;81;81;120;6,9;3,2;
2023-07-11;2000;0;1015,3;1015,873666;1015,3;1014,5;90,161;18;17,3;13,9;17,7;17,2;14,4;13,9;12,7;81;81;81;126;5,9;3,2;
2023-07-11;2100;0;1015,1;1015,674344;1015,8;1014,9;5,147;18;16,9;13,4;17,3;16,8;13,9;13,4;12,6;81;80;80;103;10;5,8;
2023-07-11;2200;,8;1015,3;1015,876645;1015,5;1015;0;17;15,8;12,4;17;15,7;13,6;12,4;12,5;81;80;81;111;9,7;4,8;
2023-07-11;2300;,6;1015,1;1015,677531;1015,5;1015,1;0;16;15,3;12,4;15,7;15,3;12,5;12,3;12,5;83;81;83;111;8,5;4;
2023-07-12;0000;0;1015,1;1015,67713;1015,5;1015;0;16;15,5;13;15,6;15,3;13;12,5;12,5;85;83;85;98;8,5;3,7;
2023-07-12;0100;0;1015,1;1015,676531;1015,3;1015;0;16;15,8;13,4;15,8;15,5;13,5;12,9;12,5;86;85;86;105;6,9;3,7;
2023-07-12;0200;0;1014,9;1015,476218;1015,2;1014,8;0;16;15,9;13,6;15,9;15,8;13,6;13,4;12,5;86;86;86;108;7,4;3,5;
2023-07-12;0300;0;1014,2;1014,775621;1014,9;1014,2;0;16;16;13,7;16;15,8;13,7;13,6;12,5;87;86;87;100;7,8;3,8;
2023-07-12;0400;0;1013,4;1013,975765;1014,2;1013,4;0;16;15,7;13,5;16,1;15,7;13,8;13,5;12,5;87;86;87;106;9,1;4,5;
2023-07-12;0500;0;1013,1;1013,675794;1013,5;1013,1;0;16;15,6;13,5;15,7;15,6;13,5;13,4;12,5;87;87;87;107;7,6;3,9;
2023-07-12;0600;0;1011,7;1012,2746;1013,1;1011,7;0;16;15,8;13,8;15,8;15,6;13,8;13,5;12,4;88;87;88;109;8;4,1;
2023-07-12;0700;,8;1011;1011,573805;1011,8;1011;0;16;16;14,1;16;15,8;14,1;13,8;12,4;89;88;89;112;8,9;5,1;
2023-07-12;0800;6,4;1010,4;1010,97406;1011;1010,1;0;16;15,7;14;16;15,6;14,2;13,9;12,4;89;89;89;117;10,5;5,1;
2023-07-12;0900;2,8;1009,8;1010,373521;1010,5;1009,6;0;16;15,8;14,2;15,9;15,7;14,2;13,9;12,4;90;89;90;110;11,9;6,2;
2023-07-12;1000;3,6;1009,3;1009,873237;1010;1009,3;0;16;15,8;14,2;15,8;15,5;14,2;13,9;12,4;90;90;90;106;12,7;5,9;
2023-07-12;1100;,6;1009,9;1010,472785;1010,1;1009,2;1,376;16;16,2;14,7;16,2;15,7;14,7;14,2;12,4;91;90;91;89;10,7;5,3;
2023-07-12;1200;1,2;1008,7;1009,270723;1009,8;1008,6;29,633;16;16,9;15,5;16,9;16,2;15,5;14,7;12,4;91;91;91;83;12,5;7,3;
2023-07-12;1300;2,4;1008,6;1009,170273;1008,8;1008,4;30,882;17;17,1;15,6;17,2;16,9;15,7;15,4;12,4;91;91;91;70;15,6;4,6;
2023-07-12;1400;7,6;1008,3;1008,869515;1008,6;1008,2;35,854;17;17,4;16,1;17,5;17;16,1;15,6;12,4;92;91;92;79;9,8;4,2;
2023-07-12;1500;5,6;1007;1007,56878;1008,4;1006,8;52,656;17;17,4;16,1;17,5;17,3;16,1;16;12,4;92;92;92;47;10,7;3,7;
2023-07-12;1600;6,6;1004,9;1005,46779;1007,2;1004,7;76,403;17;17,3;16;17,4;17,1;16,1;15,7;12,5;92;92;92;63;11,1;4,3;
2023-07-12;1700;3,8;1002,3;1002,866321;1004,9;1001,5;89,511;17;17,3;16;17,4;17,3;16,1;16;12,4;92;92;92;70;10,6;6,3;
2023-07-12;1800;4,8;1001,8;1002,365648;1002,5;1000,4;81,356;17;17,5;16,2;17,5;17,2;16,2;15,9;12,5;92;92;92;70;11;4;
2023-07-12;1900;7,2;1001;1001,565002;1002;1000,1;25,24;18;17,6;16,4;17,6;17,4;16,4;16,1;12,4;93;92;93;72;8,9;2,7;
2023-07-12;2000;3,8;999,1;999,66393;1001;999,1;26,853;18;17,6;16,4;17,6;17,5;16,4;16,3;12,4;93;93;93;94;6,3;3,7;
2023-07-12;2100;6,4;999,8;1000,365103;1000,5;998,8;1,132;18;17,2;16;17,7;17,2;16,5;16;12,3;93;93;93;72;6;2,4;
2023-07-12;2200;4,8;999;999,563873;1000;998,2;0;18;17,6;16,4;17,6;17,2;16,4;16;12,3;93;93;93;65;null;2,9;
2023-07-12;2300;1,8;995,3;995,862559;1000,3;995,3;0;18;17,2;16,1;17,6;17;16,5;15,9;12,3;93;93;93;91;11,8;5,2;
2023-07-13;0000;0;996;996,563149;996;994,6;0;17;17,1;16;17,6;17,1;16,5;16;12,3;93;93;93;339;9,3;1,3;
2023-07-13;0100;0;996,3;996,863707;996,5;996;0;17;16,9;15,8;17,1;16,7;16;15,6;12,3;93;93;93;286;4,1;1,7;
2023-07-13;0200;,4;996,2;996,76365;996,3;995,9;,002;17;16,9;15,8;17,1;16,8;16,1;15,8;12,3;93;93;93;293;6,8;3,8;
2023-07-13;0300;1,2;995,6;996,163117;996,2;995,5;0;17;17;16;17,1;16,8;16,1;15,8;12,3;94;93;94;306;6,8;2,6;
2023-07-13;0400;3,8;996,2;996,762486;996,2;995,6;,025;17;17,5;16,5;17,5;16,9;16,5;15,9;12,3;94;94;94;292;14,8;7,2;
2023-07-13;0500;0;996,5;997,064209;996,6;996,1;,9;17;16,7;15,5;17,5;16,7;16,4;15,5;12,3;94;92;92;295;16,2;5,6;
2023-07-13;0600;0;995,3;995,864309;996,5;995,3;0;17;16,3;14,8;16,8;16,3;15,5;14,8;12,3;92;91;91;301;17,2;7,3;
2023-07-13;0700;0;995;995,565311;995,4;994,9;0;17;15,7;13,8;16,3;15,7;14,7;13,8;12,3;91;89;89;295;17,7;8,1;
2023-07-13;0800;0;995,1;995,668716;995,4;995;,012;16;14;11,8;15,7;14;13,8;11,8;12,3;89;86;86;295;20,3;8,6;
2023-07-13;0900;0;995,5;996,070933;995,6;995;0;15;13;10,5;14,1;13;11,8;10,5;12,3;86;85;85;296;18,2;8,2;
